165458
1,7719.56,24434.3
1,8753.08,13683.5
1,7471.08,16892.9
1,7733.91,17302.7
1,7720.13,23664.6
1,5748.35,21495.2
1,5767.29,18573.5
1,9670.11,17025.2
1,12064.3,9939.53
1,6832.95,18685.5
1,7482.56,18638.4
1,5286.4,19708.9
1,10293.9,9870.79
1,9637.97,17954.9
1,6362.38,18904.9
1,7041.26,18900.6
1,11305.6,9225.44
1,10428.8,11869.2
1,10926.3,10839.9
1,5746.06,22054.8
1,8335.31,20908.8
1,3316.91,12414.9
1,4629.9,8057.36
1,7534.2,18558.2
1,9580.01,11936.3
1,5580.21,19574
1,7659.88,15301.8
1,4384.86,14504.5
1,2757.4,21000.5
1,11269.5,13968.2
1,6898.94,18366.4
1,7125.62,18625.7
1,9325.79,21238.9
1,5045.95,9667.98
1,7355.73,17727.5
1,6904.11,17710.5
1,8780.05,18276.5
1,11697.6,11491.2
1,12216.3,7509.17
1,9984.58,14432
1,10354.1,12480.6
1,9909.41,14579.2
1,3517.19,12512.4
1,11072,7912.25
1,3413.89,23083.3
1,7056.18,17651.9
1,7266.79,19538.8
1,12103.3,9230.11
1,7355.73,17727.5
1,9984.58,14432
1,7390.74,17858.6
1,1616.56,14260.1
1,7390.74,17858.6
1,4666.63,21940.7
1,6590.2,18506.9
1,8358.84,23659.1
1,7624.3,11905.3
1,6851.31,17982.9
1,3969.96,15402.7
1,10285.3,14649.6
1,2254.69,22047.6
1,7913.52,20130.2
1,8628.55,16432.9
1,12107.9,7937.28
1,6237.85,18683.8
1,3051.79,21290.3
1,8828.83,12680
1,5063.16,21446
1,9174.29,17732.5
1,7018.3,18086.4
1,7170.95,11352
1,10131.5,14318.7
1,7973.21,18813.7
1,11088.1,11935
1,8480.5,18472.1
1,7537.65,17620.1
1,8337.61,18795
1,8236.61,14560.1
1,2993.83,11519.2
1,8587.24,18273.5
1,8277.35,18924
1,8727.83,15479.5
1,10315.7,10045.6
1,7266.79,19538.8
1,7273.67,15294.1
1,6540.28,21512.6
1,4112.85,23839.8
1,10293.9,9870.79
1,7468.78,17358.3
1,4888.14,14440
1,9984.58,14432
1,8904.58,11074.5
1,10739.2,18882.8
1,10730.6,12866.3
1,8333.02,18405.9
1,6302.7,18757.6
1,5192.86,24561.6
1,6542.57,18156.4
1,8489.11,20003.4
1,5973.88,18523.4
1,11997.1,8681.92
1,8550.51,16749.5
1,6090.95,22704.9
1,9180.03,18473.8
1,8508.62,23332.4
1,4523.74,24562.8
1,8509.76,23392.6
1,5273.2,23676.5
1,12103.3,9552.15
1,7433.78,17227.2
1,1036.96,14315.3
1,4523.74,24390.6
1,7660.45,14710.3
1,8505.17,17028.6
1,3439.72,14747.2
1,4081.29,9267.02
1,9690.77,11393.2
1,4690.16,8963.22
1,10240,23652.3
1,8951.06,24727.9
1,7620.86,11329.5
1,5297.3,8663.25
1,9833.08,14726
1,9984.58,14432
1,6626.93,20916.9
1,8372.61,17028.6
1,10132.6,14431.5
1,3345.6,15060.3
1,5581.93,19864.2
1,3708.86,11703.3
1,11003.8,10640
1,7898.6,21514.7
1,3517.19,12512.4
1,5599.15,22252.1
1,8575.18,18797.5
1,8885.64,18540.4
1,7266.79,19538.8
1,4310.26,23920.9
1,11071.5,10439.3
1,6867.95,18133.5
1,7463.04,11399.9
1,7576.67,17370.6
1,7273.67,13692.8
1,7891.14,18168.3
1,5480.93,23912.8
1,7617.99,10598.9
